0	0.97761	0.03114	0.39151	0.72631	0.16227	0.01143	Normal
1	0.09911	0.55824	0.70015	0.43597	0.22954	0.06817	Normal
2	0.19024	0.17841	0.72972	0.26127	0.68904	0.82708	Normal
3	0.4605	0.31052	0.43415	0.27076	0.46272	0.2224	Normal
4	0.832	0.35917	0.99424	0.67807	0.33747	0.36906	Normal
5	0.09234	0.13169	0.78099	0.66981	0.57729	0.74852	Normal
6	0.80278	0.7037	0.26721	0.41778	0.18805	0.57905	Normal
7	0.12045	0.72347	0.01686	0.67871	0.64146	0.65969	Normal
8	0.16583	0.34462	0.24163	0.51169	0.8005	0.88786	Normal
9	0.59345	0.58978	0.60979	0.43976	0.2311	0.97354	Normal
10	0.60532	0.2082	0.76036	0.95425	0.14764	0.0886	Normal
11	0.37107	0.7519	0.31317	0.8623	0.09378	0.9229	Normal
12	0.06736	0.26855	0.05916	0.81977	0.53808	0.02768	Normal
13	0.71438	0.44314	0.01727	0.76578	0.81391	0.86392	Normal
14	0.35466	0.84122	0.77476	0.88122	0.13821	0.35387	Normal
15	0.92863	0.25307	0.9651	0.42559	0.50994	0.96094	Normal
16	0.49601	0.95282	0.88218	0.89878	0.61509	0.64698	Normal
17	0.0529	0.97235	0.00703	0.50736	0.21086	0.55812	Normal
18	0.92889	0.96172	0.27613	0.13993	0.40914	0.93665	Normal
19	0.15779	0.31481	0.07947	0.09109	0.11834	0.19261	Normal
20	0.48751	0.87973	0.50411	0.14038	0.01092	0.60533	Normal
21	0.00502	0.32961	0.37313	0.79907	0.36683	0.39749	Normal
22	0.40008	0.24123	0.33576	0.13618	0.76901	0.62033	Normal
23	0.15216	0.08978	0.6648	0.38276	0.12767	0.32917	Normal
24	0.69048	0.34628	0.87496	0.25336	0.6383	0.92851	Normal
25	0.82768	0.92924	0.42633	0.53803	0.51806	0.12282	Normal
26	0.17939	0.36003	0.23448	0.08235	0.31687	0.07985	Normal
27	0.72588	0.06413	0.2441	0.95383	0.64853	0.82156	Normal
28	0.09452	0.07473	0.34418	0.7407	0.89733	0.90979	Normal
29	0.288	0.38019	0.94919	0.94449	0.17136	0.5482	Normal
30	0.73278	0.4425	0.03198	0.54646	0.71509	0.34768	Normal
31	0.27183	0.2744	0.22158	0.39957	0.72922	0.07972	Normal
32	0.4944	0.33806	0.67456	0.25912	0.63564	0.67457	Normal
33	0.27344	0.7554	0.21212	0.08777	0.50862	0.78688	Normal
34	0.13447	0.10951	0.85473	0.35423	0.01642	0.88492	Normal
35	0.48312	0.90095	0.99752	0.23413	0.19581	0.52255	Normal
36	0.53648	0.16735	0.12121	0.37183	0.6115	0.91077	Normal
37	0.60344	0.89805	0.30029	0.4465	0.93543	0.27804	Normal
38	0.2132	0.91976	0.6275	0.36918	0.15248	0.38194	Normal
39	0.5352	0.40837	0.56606	0.64215	0.00776	0.41272	Normal
40	0.38425	0.75235	0.81668	0.11538	0.3884	0.5392	Normal
41	0.55414	0.91991	0.15287	0.37127	0.14427	0.87181	Normal
42	0.23014	0.11886	0.88278	0.54348	0.25419	0.81735	Normal
43	0.65033	0.80602	0.74169	0.51941	0.94813	0.38316	Normal
44	0.83958	0.04903	0.88088	0.01664	0.47823	0.45171	Normal
45	0.609	0.58082	0.72292	0.23562	0.37831	0.8216	Normal
46	0.49807	0.29354	0.18407	0.25996	0.55388	0.1698	Normal
47	0.36175	0.20169	0.72518	0.55819	0.28174	0.34801	Normal
48	0.47719	0.12584	0.09033	0.43887	0.90841	0.425	Normal
49	0.84087	0.05114	0.45064	0.74275	0.09627	0.08673	Normal
50	0.47579	0.7023	0.8192	0.61338	0.41632	0.50676	Normal
51	0.80514	0.07451	0.07337	0.74437	0.37746	0.12679	Normal
52	0.65259	0.02306	0.72385	0.1639	0.00255	0.45214	Normal
53	0.70904	0.13779	0.30038	0.97544	0.58463	0.72168	Normal
54	0.95964	0.10848	0.57244	0.55987	0.74949	0.8297	Normal
55	0.92	0.38367	0.32058	0.85502	0.90234	0.64453	Normal
56	0.51866	0.2496	0.36136	0.69017	0.65721	0.34299	Normal
57	0.28583	0.87097	0.43275	0.21458	0.22389	0.78019	Normal
58	0.56099	0.38127	0.49855	0.21643	0.67572	0.6528	Normal
59	0.43645	0.04852	0.61563	0.42811	0.04283	0.40381	Normal
60	0.58084	0.83927	0.33249	0.80438	0.22576	0.64751	Normal
61	0.99094	0.18278	0.6812	0.69013	0.83787	0.83773	Normal
62	0.58965	0.78266	0.07949	0.73691	0.3274	0.39267	Normal
63	0.13345	0.26865	0.45636	0.8248	0.83855	0.63176	Normal
64	0.83616	0.65192	0.19628	0.86955	0.54267	0.11462	Normal
65	0.56517	0.58405	0.0395	0.29366	0.22042	0.05684	Normal
66	0.69652	0.81857	0.736	0.74129	0.22046	0.47106	Normal
67	0.48798	0.78703	0.53041	0.04263	0.82455	0.74524	Normal
68	0.61999	0.73175	0.09765	0.39194	0.8196	0.48102	Normal
69	0.39811	0.3274	0.186	0.54324	0.24424	0.31245	Normal
70	0.70942	0.44071	0.51047	0.08633	0.41496	0.67091	Normal
71	0.75432	0.19656	0.8813	0.49828	0.99143	0.57577	Normal
72	0.38678	0.20809	0.40998	0.60482	0.73003	0.59092	Normal
73	0.24762	0.97471	0.28631	0.82783	0.10485	0.75965	Normal
74	0.14328	0.47008	0.50417	0.26721	0.80667	0.06392	Normal
75	0.38192	0.75504	0.68326	0.89755	0.06398	0.66647	Normal
76	0.31502	0.28529	0.94806	0.19231	0.6627	0.91136	Normal
77	0.05362	0.69854	0.51198	0.73687	0.30444	0.65609	Normal
78	0.75968	0.08202	0.27161	0.22724	0.81818	0.96853	Normal
79	0.90393	0.15938	0.63894	0.73797	0.48102	0.09322	Normal
80	0.22365	0.52465	0.38288	0.48555	0.82576	0.70757	Normal
81	0.41133	0.26033	0.14055	0.36419	0.15948	0.5845	Normal
82	0.8962	0.90513	0.64424	0.23548	0.52275	0.30237	Normal
83	0.95997	0.8102	0.2858	0.53541	0.92046	0.34338	Normal
84	0.93305	0.08974	0.24854	0.37137	0.10136	0.02375	Normal
85	0.73084	0.69922	0.74724	0.67025	0.0206	0.67176	Normal
86	0.25869	0.24109	0.00815	0.58642	0.43193	0.22151	Normal
87	0.75014	0.87032	0.82583	0.36665	0.2993	0.06817	Normal
88	0.60969	0.23203	0.84269	0.50736	0.93456	0.09389	Normal
